"","Site","Zone","Management","ID","Diam_Holdfast","TW_sum","LT","Structure","Weight_Str","porc_TW","FW","DW","High_Holdfast","Stipes","First_bif","Diam_stipes","LT_stipes","Dichot_stipes","ID_IRMS","peso_mg","mg_N2","ug_N2","X15N","mg_C","ug_C","X13C","porc_N","porc_C","C_N"
"1","Los Molles","Center","OA",1,2.2,96,38,"Holdfast",1,1.04166666666667,0.9286,0.2139,"1","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Los Molles","Center","OA",1,2.2,96,38,"Stipes",8,8.33333333333333,0.2235,0.0513,"NA","4","1.166666667","8","4.533333333","4.533333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Los Molles","Center","OA",1,2.2,96,38,"Blades",87,90.625,0.2368,0.0373,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Los Molles","Center","OA",2,5.9,130,50,"Holdfast",9,6.92307692307692,1.8546,0.3362,"2","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Los Molles","Center","OA",2,5.9,130,50,"Stipes",0,0,NA,NA,"NA","7","1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Los Molles","Center","OA",2,5.9,130,50,"Blades",121,93.0769230769231,0.1749,0.0302,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Los Molles","Center","OA",3,13,2059,126,"Holdfast",184,8.93637688198154,0.8226,0.2303,"11","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Los Molles","Center","OA",3,13,2059,126,"Stipes",580,28.169014084507,0.4472,0.126,"NA","1","1.5","37.2","57.8","57.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Los Molles","Center","OA",3,13,2059,126,"Blades",1295,62.8946090335114,0.3291,0.052,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Los Molles","Center","OA",4,4.9,223,52,"Holdfast",11,4.93273542600897,1.7212,0.3572,"3.5","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Los Molles","Center","OA",4,4.9,223,52,"Stipes",0,0,0.331,0.1019,"NA","8","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Los Molles","Center","OA",4,4.9,223,52,"Blades",212,95.067264573991,0.2596,0.446,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Los Molles","Center","OA",5,7.6,333,72,"Holdfast",26,7.80780780780781,1.6597,0.4923,"3.4","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Los Molles","Center","OA",5,7.6,333,72,"Stipes",56,16.8168168168168,0.8451,0.2087,"NA","3","1.666666667","1.633333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Los Molles","Center","OA",5,7.6,333,72,"Blades",251,75.3753753753754,0.432,0.0891,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Los Molles","Center","OA",6,9.1,443,158,"Holdfast",144,32.5056433408578,0.4112,0.1218,"12","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Los Molles","Center","OA",6,9.1,443,158,"Stipes",200,45.1467268623025,0.728,0.2234,"NA","1","55.6","24.8","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Los Molles","Center","OA",6,9.1,443,158,"Blades",99,22.3476297968397,0.8466,0.1813,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Los Molles","Center","OA",7,18.5,1957,134,"Holdfast",307,15.687276443536,0.6163,0.2075,"12","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Los Molles","Center","OA",7,18.5,1957,134,"Stipes",675,34.4915687276444,1.6688,0.5129,"NA","1","35","38.5","1.46","1.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Los Molles","Center","OA",7,18.5,1957,134,"Blades",975,49.8211548288196,0.5784,0.107,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Los Molles","Center","OA",8,16,1935,144,"Holdfast",335,17.312661498708,1.1747,0.3125,"16","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Los Molles","Center","OA",8,16,1935,144,"Stipes",960,49.6124031007752,1.8896,0.5197,"NA","1","12","32.6","84","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Los Molles","Center","OA",8,16,1935,144,"Blades",640,33.0749354005168,1.2646,0.2226,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Los Molles","Center","OA",9,9.1,222,73,"Holdfast",71,31.981981981982,0.9068,0.2958,"7.6","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Los Molles","Center","OA",9,9.1,222,73,"Stipes",92,41.4414414414414,1.0692,0.3641,"NA","1","25","3.1","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Los Molles","Center","OA",9,9.1,222,73,"Blades",59,26.5765765765766,0.7341,0.1806,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Los Molles","Center","OA",10,17,521,135,"Holdfast",250,47.9846449136276,0.9641,0.246,"20","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Los Molles","Center","OA",10,17,521,135,"Stipes",150,28.7907869481766,1.5663,0.4831,"NA","1","10","36.6","82","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Los Molles","Center","OA",10,17,521,135,"Blades",121,23.2245681381958,0.9322,0.1994,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Los Molles","Center","OA",11,15,589,124,"Holdfast",140,23.7691001697793,1.047,0.289,"11","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Los Molles","Center","OA",11,15,589,124,"Stipes",182,30.8998302207131,0.7532,0.2132,"NA","2","9.9","21.5","44.5","44.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Los Molles","Center","OA",11,15,589,124,"Blades",267,45.3310696095076,1.5287,0.3147,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Los Molles","Center","OA",12,24.8,2017,NA,"Holdfast",632,31.3336638572137,0.5777,0.171,"24","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Los Molles","Center","OA",12,24.8,2017,NA,"Stipes",455,22.5582548339118,0.5859,0.1778,"NA","1","20.8","30.5","98","98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Los Molles","Center","OA",12,24.8,2017,NA,"Blades",930,46.1080813088746,0.9671,0.1865,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Los Molles","Center","OA",13,6.4,330,71,"Holdfast",25,7.57575757575758,4.1388,1.2501,"4.8","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Los Molles","Center","OA",13,6.4,330,71,"Stipes",38,11.5151515151515,1.6728,0.4678,"NA","4","3.766666667","1.466666667","8.4","8.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Los Molles","Center","OA",13,6.4,330,71,"Blades",267,80.9090909090909,1.2265,0.224,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Los Molles","Center","OA",14,24.8,6138,153.4,"Holdfast",998,16.2593678722711,5.4087,2.55,"21","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Los Molles","Center","OA",14,24.8,6138,153.4,"Stipes",1645,26.8002606712284,0.7315,0.2931,"NA","4","14.26666667","32.93333333","77.93333333","77.93333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Los Molles","Center","OA",14,24.8,6138,153.4,"Blades",3495,56.9403714565005,0.8949,0.1804,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Los Molles","Center","OA",15,30,5566.3,178,"Holdfast",111.3,1.99953290336489,0.3305,0.1114,"7.5","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Los Molles","Center","OA",15,30,5566.3,178,"Stipes",1925,34.5831162531664,0.5906,0.1738,"NA","4","31","33.73333333","98","98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Los Molles","Center","OA",15,30,5566.3,178,"Blades",3530,63.4173508434687,1.0149,0.195,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Los Molles","Center","OA",16,18,2603,97,"Holdfast",793,30.4648482520169,0.1793,1.958,"11","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Los Molles","Center","OA",16,18,2603,97,"Stipes",1150,44.1797925470611,4.856,2.8139,"NA","3","8.1","41.5","187.3333333","187.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Los Molles","Center","OA",16,18,2603,97,"Blades",660,25.355359200922,0.75,0.2012,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","La Ballena","Center","AMERB",1,9,98,66,"Holdfast",25,25.5102040816327,3.016,0.8549,"42","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","La Ballena","Center","AMERB",1,9,98,66,"Stipes",20,20.4081632653061,2.4295,0.6102,"NA","2","1.2","1","8.5","8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","La Ballena","Center","AMERB",1,9,98,66,"Blades",53,54.0816326530612,1.032,0.2226,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","La Ballena","Center","AMERB",2,9.2,332,120,"Holdfast",48,14.4578313253012,3.5021,0.8928,"4.1","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","La Ballena","Center","AMERB",2,9.2,332,120,"Stipes",142,42.7710843373494,1.6181,0.3803,"NA","4","3.266666667","2.233333333","25.66666667","25.66666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","La Ballena","Center","AMERB",2,9.2,332,120,"Blades",142,42.7710843373494,0.8494,0.1909,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","La Ballena","Center","AMERB",3,8,319,62,"Holdfast",24,7.52351097178683,2.2787,0.5481,"4.4","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","La Ballena","Center","AMERB",3,8,319,62,"Stipes",1,0.313479623824451,0.7609,0.1963,"NA","4","0.833333333","1.1","0.933333333","0.933333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","La Ballena","Center","AMERB",3,8,319,62,"Blades",294,92.1630094043887,0.6642,0.1307,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","La Ballena","Center","AMERB",4,10.9,255,81,"Holdfast",73,28.6274509803922,4.7456,2.2662,"6.5","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","La Ballena","Center","AMERB",4,10.9,255,81,"Stipes",32,12.5490196078431,4.606,1.6491,"NA","2","2","1.8","7.05","7.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","La Ballena","Center","AMERB",4,10.9,255,81,"Blades",150,58.8235294117647,0.8381,0.1759,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","La Ballena","Center","AMERB",5,5.8,238,107,"Holdfast",52,21.8487394957983,2.2944,0.6728,"101","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","La Ballena","Center","AMERB",5,5.8,238,107,"Stipes",87,36.5546218487395,3.135,0.7807,"NA","3","2.566666667","1.533333333","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","La Ballena","Center","AMERB",5,5.8,238,107,"Blades",99,41.5966386554622,0.4038,0.0909,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","La Ballena","Center","AMERB",6,12.6,156,125,"Holdfast",46,29.4871794871795,5.32,1.4716,"6.4","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","La Ballena","Center","AMERB",6,12.6,156,125,"Stipes",60,38.4615384615385,3.948,1.356,"NA","5","3.1","1.366666667","18.7","18.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","La Ballena","Center","AMERB",6,12.6,156,125,"Blades",50,32.0512820512821,0.5867,0.1321,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","La Ballena","Center","AMERB",7,13,527,77,"Holdfast",151,28.6527514231499,5.662,1.4177,"8","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","La Ballena","Center","AMERB",7,13,527,77,"Stipes",180,34.1555977229602,3.2348,0.8055,"NA","9","7.666666667","32.53333333","23.25","23.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","La Ballena","Center","AMERB",7,13,527,77,"Blades",196,37.1916508538899,0.7228,0.165,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","La Ballena","Center","AMERB",8,15,688,136,"Holdfast",157,22.8197674418605,4.2311,2.1043,"11","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","La Ballena","Center","AMERB",8,15,688,136,"Stipes",381,55.3779069767442,4.691,1.3471,"NA","1","35","296","83","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","La Ballena","Center","AMERB",8,15,688,136,"Blades",150,21.8023255813953,0.6082,0.1607,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","La Ballena","Center","AMERB",9,18,1549,155,"Holdfast",532,34.3447385409942,5.2294,2.9413,"14","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","La Ballena","Center","AMERB",9,18,1549,155,"Stipes",673,43.4473854099419,6.5155,3.2364,"NA","2","36.5","32","69","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","La Ballena","Center","AMERB",9,18,1549,155,"Blades",344,22.2078760490639,0.5353,0.1662,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","La Ballena","Center","AMERB",10,15,1032,150,"Holdfast",345,33.4302325581395,2.6562,0.8323,"17","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","La Ballena","Center","AMERB",10,15,1032,150,"Stipes",457,44.2829457364341,6.547,3.332,"NA","1","9","39.7","82","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","La Ballena","Center","AMERB",10,15,1032,150,"Blades",230,22.2868217054264,0.4915,0.1207,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","La Ballena","Center","AMERB",11,21,2861,169,"Holdfast",581,20.3075847605732,6.1243,2.508,"14","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","La Ballena","Center","AMERB",11,21,2861,169,"Stipes",1160,40.5452638937434,2.1812,0.6897,"NA","2","7.5","45.4","75","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","La Ballena","Center","AMERB",11,21,2861,169,"Blades",1120,39.1471513456833,0.6421,0.138,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","La Ballena","Center","AMERB",12,18.8,1870,173,"Holdfast",227,12.1390374331551,4.565,1.2977,"17.8","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","La Ballena","Center","AMERB",12,18.8,1870,173,"Stipes",342,18.2887700534759,1.5363,0.487,"NA","1","13","2.6","105","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","La Ballena","Center","AMERB",12,18.8,1870,173,"Blades",1301,69.572192513369,0.4453,0.1318,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Isla Grande de Atacama","North","AMERB",1,17,1555,160,"Holdfast",301,19.3569131832797,3.3167,0.9186,"12","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Isla Grande de Atacama","North","AMERB",1,17,1555,160,"Stipes",734,47.2025723472669,6.9002,1.8182,"NA","2","30.5","29.4","80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Isla Grande de Atacama","North","AMERB",1,17,1555,160,"Blades",520,33.4405144694534,0.4572,0.1057,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Isla Grande de Atacama","North","AMERB",2,23,1506,105,"Holdfast",310,20.5843293492696,7.4151,1.9865,"10","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Isla Grande de Atacama","North","AMERB",2,23,1506,105,"Stipes",586,38.9110225763612,4.1974,1.1765,"NA","3","28.36666667","19.36666667","82","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Isla Grande de Atacama","North","AMERB",2,23,1506,105,"Blades",610,40.5046480743692,0.8726,0.1792,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Isla Grande de Atacama","North","AMERB",3,14,722,186,"Holdfast",125,17.3130193905817,9.6945,2.921,"8","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Isla Grande de Atacama","North","AMERB",3,14,722,186,"Stipes",410,56.786703601108,5.5344,1.4206,"NA","1","61","30.8","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Isla Grande de Atacama","North","AMERB",3,14,722,186,"Blades",187,25.9002770083102,0.7192,0.1667,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Isla Grande de Atacama","North","AMERB",4,21,1251,150,"Holdfast",271,21.6626698641087,13.5333,4.0411,"9","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Isla Grande de Atacama","North","AMERB",4,21,1251,150,"Stipes",455,36.3709032773781,5.3365,1.6433,"NA","1","27","35.3","82","82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Isla Grande de Atacama","North","AMERB",4,21,1251,150,"Blades",525,41.9664268585132,0.5404,0.1142,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
